,Unnamed: 0,ds,y,population,temp,rain,hum,week_weekend,year,month,day,hour
27,27,2021-01-02 03:00:00,84.0,22509.0,-1.7,0.0,78.5,1,2021,1,2,3
28,28,2021-01-02 04:00:00,97.0,22509.0,-2.1,0.0,76.2,1,2021,1,2,4
29,29,2021-01-02 05:00:00,91.0,22509.0,-2.2,0.0,67.1,1,2021,1,2,5
30,30,2021-01-02 06:00:00,32.0,22509.0,-2.7,0.0,67.5,1,2021,1,2,6
31,31,2021-01-02 07:00:00,24.0,22509.0,-3.1,0.0,65.8,1,2021,1,2,7
32,32,2021-01-02 08:00:00,161.0,22509.0,-3.4,0.0,63.1,1,2021,1,2,8
33,33,2021-01-02 09:00:00,211.0,22509.0,-3.1,0.0,48.7,1,2021,1,2,9
34,34,2021-01-02 10:00:00,183.0,22509.0,-1.7,0.0,35.2,1,2021,1,2,10
35,35,2021-01-02 11:00:00,354.0,22509.0,-1.5,0.0,32.6,1,2021,1,2,11
36,36,2021-01-02 12:00:00,318.0,22509.0,-0.9,0.0,31.1,1,2021,1,2,12
37,37,2021-01-02 13:00:00,542.0,22509.0,-0.5,0.0,32.9,1,2021,1,2,13
38,38,2021-01-02 14:00:00,269.0,22509.0,0.0,0.0,30.2,1,2021,1,2,14
39,39,2021-01-02 15:00:00,347.0,22509.0,-0.1,0.0,28.7,1,2021,1,2,15
40,40,2021-01-02 16:00:00,421.0,22509.0,-0.4,0.0,30.4,1,2021,1,2,16
41,41,2021-01-02 17:00:00,190.0,22509.0,-1.3,0.0,31.9,1,2021,1,2,17
42,42,2021-01-02 18:00:00,368.0,22509.0,-2.3,0.0,37.2,1,2021,1,2,18
43,43,2021-01-02 19:00:00,480.0,22509.0,-5.7,0.0,49.6,1,2021,1,2,19
44,44,2021-01-02 20:00:00,491.0,22509.0,-5.2,0.0,46.9,1,2021,1,2,20
45,45,2021-01-02 21:00:00,439.0,22509.0,-5.1,0.0,47.8,1,2021,1,2,21
46,46,2021-01-02 22:00:00,278.0,22509.0,-4.1,0.0,44.2,1,2021,1,2,22
47,47,2021-01-02 23:00:00,112.0,22509.0,-4.2,0.0,46.4,1,2021,1,2,23
48,48,2021-01-03 00:00:00,99.0,22509.0,-4.2,0.0,43.2,1,2021,1,3,0
49,49,2021-01-03 01:00:00,83.0,22509.0,-3.8,0.0,42.6,1,2021,1,3,1
50,50,2021-01-03 02:00:00,120.0,22509.0,-5.6,0.0,49.6,1,2021,1,3,2
51,51,2021-01-03 03:00:00,99.0,22509.0,-7.8,0.0,61.0,1,2021,1,3,3
52,52,2021-01-03 04:00:00,97.0,22509.0,-5.5,0.0,57.7,1,2021,1,3,4
53,53,2021-01-03 05:00:00,81.0,22509.0,-5.8,0.0,58.5,1,2021,1,3,5
54,54,2021-01-03 06:00:00,24.0,22509.0,-5.7,0.0,49.8,1,2021,1,3,6
55,55,2021-01-03 07:00:00,25.0,22509.0,-5.5,0.0,37.3,1,2021,1,3,7
56,56,2021-01-03 08:00:00,38.0,22509.0,-6.0,0.0,39.9,1,2021,1,3,8
57,57,2021-01-03 09:00:00,226.0,22509.0,-5.1,0.0,36.2,1,2021,1,3,9
58,58,2021-01-03 10:00:00,147.0,22509.0,-3.6,0.0,33.5,1,2021,1,3,10
59,59,2021-01-03 11:00:00,331.0,22509.0,-2.0,0.0,37.3,1,2021,1,3,11
60,60,2021-01-03 12:00:00,443.0,22509.0,-0.7,0.0,34.0,1,2021,1,3,12
61,61,2021-01-03 13:00:00,298.0,22509.0,-0.4,0.0,37.0,1,2021,1,3,13
62,62,2021-01-03 14:00:00,218.0,22509.0,0.2,0.0,38.0,1,2021,1,3,14
63,63,2021-01-03 15:00:00,222.5,22509.0,0.2,0.0,39.6,1,2021,1,3,15
64,64,2021-01-03 16:00:00,227.0,22509.0,-0.1,0.0,42.0,1,2021,1,3,16
65,65,2021-01-03 17:00:00,481.0,22509.0,-1.1,0.0,46.3,1,2021,1,3,17
66,66,2021-01-03 18:00:00,291.0,22509.0,-1.4,0.0,48.4,1,2021,1,3,18
67,67,2021-01-03 19:00:00,467.0,22509.0,-2.0,0.0,51.9,1,2021,1,3,19
68,68,2021-01-03 20:00:00,460.0,22509.0,-3.5,0.0,56.3,1,2021,1,3,20
69,69,2021-01-03 21:00:00,188.0,22509.0,-4.7,0.0,61.5,1,2021,1,3,21
70,70,2021-01-03 22:00:00,267.0,22509.0,-6.4,0.0,68.4,1,2021,1,3,22
71,71,2021-01-03 23:00:00,127.0,22509.0,-7.5,0.0,73.1,1,2021,1,3,23
72,72,2021-01-04 00:00:00,104.0,22509.0,-7.6,0.0,74.8,0,2021,1,4,0
73,73,2021-01-04 01:00:00,92.0,22509.0,-8.5,0.0,77.6,0,2021,1,4,1
74,74,2021-01-04 02:00:00,81.0,22509.0,-9.4,0.0,80.0,0,2021,1,4,2
75,75,2021-01-04 03:00:00,73.0,22509.0,-10.2,0.0,82.8,0,2021,1,4,3
76,76,2021-01-04 04:00:00,69.0,22509.0,-10.2,0.0,83.8,0,2021,1,4,4
77,77,2021-01-04 05:00:00,98.0,22509.0,-10.9,0.0,85.9,0,2021,1,4,5
78,78,2021-01-04 06:00:00,163.0,22509.0,-11.5,0.0,87.5,0,2021,1,4,6
79,79,2021-01-04 07:00:00,122.0,22509.0,-11.9,0.0,87.7,0,2021,1,4,7
80,80,2021-01-04 08:00:00,353.0,22509.0,-12.0,0.0,88.4,0,2021,1,4,8
81,81,2021-01-04 09:00:00,334.0,22509.0,-10.2,0.0,87.4,0,2021,1,4,9
82,82,2021-01-04 10:00:00,431.0,22509.0,-5.4,0.0,73.1,0,2021,1,4,10
83,83,2021-01-04 11:00:00,323.0,22509.0,-1.6,0.0,58.5,0,2021,1,4,11
84,84,2021-01-04 12:00:00,269.0,22509.0,0.3,0.0,47.0,0,2021,1,4,12
85,85,2021-01-04 13:00:00,270.0,22509.0,3.3,0.0,36.8,0,2021,1,4,13
86,86,2021-01-04 14:00:00,431.0,22509.0,2.9,0.0,38.8,0,2021,1,4,14
87,87,2021-01-04 15:00:00,298.0,22509.0,3.3,0.0,38.6,0,2021,1,4,15
88,88,2021-01-04 16:00:00,287.0,22509.0,3.6,0.0,39.9,0,2021,1,4,16
89,89,2021-01-04 17:00:00,293.0,22509.0,1.2,0.0,46.5,0,2021,1,4,17
90,90,2021-01-04 18:00:00,272.0,22509.0,-2.5,0.0,57.6,0,2021,1,4,18
91,91,2021-01-04 19:00:00,388.0,22509.0,-4.5,0.0,67.1,0,2021,1,4,19
92,92,2021-01-04 20:00:00,568.0,22509.0,-5.6,0.0,70.5,0,2021,1,4,20
93,93,2021-01-04 21:00:00,262.0,22509.0,-5.6,0.0,70.0,0,2021,1,4,21
94,94,2021-01-04 22:00:00,272.0,22509.0,-6.2,0.0,74.0,0,2021,1,4,22
95,95,2021-01-04 23:00:00,63.0,22509.0,-6.5,0.0,78.4,0,2021,1,4,23
96,96,2021-01-05 00:00:00,173.0,22509.0,-5.1,0.0,73.3,0,2021,1,5,0
97,97,2021-01-05 01:00:00,106.0,22509.0,-4.8,0.0,75.5,0,2021,1,5,1
98,98,2021-01-05 02:00:00,103.0,22509.0,-4.7,0.0,74.5,0,2021,1,5,2
99,99,2021-01-05 03:00:00,69.0,22509.0,-3.8,0.0,74.4,0,2021,1,5,3
100,100,2021-01-05 04:00:00,45.0,22509.0,-3.0,0.0,68.5,0,2021,1,5,4
101,101,2021-01-05 05:00:00,46.0,22509.0,-3.3,0.0,72.7,0,2021,1,5,5
102,102,2021-01-05 06:00:00,29.0,22509.0,1.4,0.0,82.1,0,2021,1,5,6
103,103,2021-01-05 07:00:00,189.0,22509.0,0.2,0.0,66.4,0,2021,1,5,7
104,104,2021-01-05 08:00:00,423.0,22509.0,-0.4,0.0,57.2,0,2021,1,5,8
105,105,2021-01-05 09:00:00,530.5,22509.0,-0.9,0.0,61.8,0,2021,1,5,9
106,106,2021-01-05 10:00:00,638.0,22509.0,-0.6,0.0,59.6,0,2021,1,5,10
107,107,2021-01-05 11:00:00,164.0,22509.0,-0.5,0.0,59.5,0,2021,1,5,11
108,108,2021-01-05 12:00:00,387.0,22509.0,-0.6,0.0,56.3,0,2021,1,5,12
109,109,2021-01-05 13:00:00,206.0,22509.0,-0.2,0.0,43.2,0,2021,1,5,13
110,110,2021-01-05 14:00:00,184.0,22509.0,-0.2,0.0,36.2,0,2021,1,5,14
111,111,2021-01-05 15:00:00,299.0,22509.0,-0.6,0.0,28.2,0,2021,1,5,15
112,112,2021-01-05 16:00:00,212.0,22509.0,-1.4,0.0,30.1,0,2021,1,5,16
113,113,2021-01-05 17:00:00,223.0,22509.0,-2.5,0.0,33.1,0,2021,1,5,17
114,114,2021-01-05 18:00:00,288.0,22509.0,-3.6,0.0,35.1,0,2021,1,5,18
115,115,2021-01-05 19:00:00,361.0,22509.0,-4.5,0.0,40.1,0,2021,1,5,19
116,116,2021-01-05 20:00:00,690.0,22509.0,-5.2,0.0,45.0,0,2021,1,5,20
117,117,2021-01-05 21:00:00,139.0,22509.0,-5.9,0.0,46.3,0,2021,1,5,21
118,118,2021-01-05 22:00:00,245.0,22509.0,-6.3,0.0,52.8,0,2021,1,5,22
119,119,2021-01-05 23:00:00,310.0,22509.0,-7.6,0.0,55.3,0,2021,1,5,23
120,120,2021-01-06 00:00:00,148.0,22509.0,-10.4,0.0,65.4,0,2021,1,6,0
121,121,2021-01-06 01:00:00,167.0,22509.0,-12.0,0.0,71.5,0,2021,1,6,1
122,122,2021-01-06 02:00:00,99.0,22509.0,-12.9,0.0,76.5,0,2021,1,6,2
123,123,2021-01-06 03:00:00,48.0,22509.0,-13.7,0.0,78.1,0,2021,1,6,3
124,124,2021-01-06 04:00:00,119.0,22509.0,-14.5,0.0,80.1,0,2021,1,6,4
125,125,2021-01-06 05:00:00,71.0,22509.0,-14.5,0.0,82.6,0,2021,1,6,5
126,126,2021-01-06 06:00:00,35.0,22509.0,-14.7,0.0,84.4,0,2021,1,6,6
127,127,2021-01-06 07:00:00,75.0,22509.0,-15.0,0.0,83.4,0,2021,1,6,7
128,128,2021-01-06 08:00:00,157.0,22509.0,-15.1,0.0,84.5,0,2021,1,6,8
129,129,2021-01-06 09:00:00,366.0,22509.0,-13.5,0.0,81.9,0,2021,1,6,9
130,130,2021-01-06 10:00:00,575.0,22509.0,-7.8,0.0,66.3,0,2021,1,6,10
131,131,2021-01-06 11:00:00,244.0,22509.0,-4.7,0.0,47.9,0,2021,1,6,11
132,132,2021-01-06 12:00:00,149.0,22509.0,-2.8,0.0,45.3,0,2021,1,6,12
133,133,2021-01-06 13:00:00,238.0,22509.0,-2.4,0.0,41.3,0,2021,1,6,13
134,134,2021-01-06 14:00:00,396.0,22509.0,-2.3,0.0,41.2,0,2021,1,6,14
135,135,2021-01-06 15:00:00,185.0,22509.0,-1.4,0.0,39.0,0,2021,1,6,15
136,136,2021-01-06 16:00:00,289.0,22509.0,-1.5,0.0,40.8,0,2021,1,6,16
137,137,2021-01-06 17:00:00,384.0,22509.0,-2.7,0.0,44.2,0,2021,1,6,17
138,138,2021-01-06 18:00:00,173.0,22509.0,-5.8,0.0,51.3,0,2021,1,6,18
139,139,2021-01-06 19:00:00,539.0,22509.0,-7.6,0.0,58.7,0,2021,1,6,19
140,140,2021-01-06 20:00:00,527.0,22509.0,-8.8,0.0,63.8,0,2021,1,6,20
141,141,2021-01-06 21:00:00,252.0,22509.0,-8.9,0.0,66.2,0,2021,1,6,21
142,142,2021-01-06 22:00:00,159.0,22509.0,-9.5,0.0,71.3,0,2021,1,6,22
143,143,2021-01-06 23:00:00,282.0,22509.0,-7.9,0.0,67.8,0,2021,1,6,23
144,144,2021-01-07 00:00:00,234.0,22509.0,-7.0,0.0,77.5,0,2021,1,7,0
145,145,2021-01-07 01:00:00,172.0,22509.0,-4.9,0.0,92.1,0,2021,1,7,1
146,146,2021-01-07 02:00:00,99.0,22509.0,-4.0,0.0,62.0,0,2021,1,7,2
147,147,2021-01-07 03:00:00,68.0,22509.0,-7.4,0.0,56.1,0,2021,1,7,3
148,148,2021-01-07 04:00:00,64.0,22509.0,-8.1,0.0,54.5,0,2021,1,7,4
149,149,2021-01-07 05:00:00,46.0,22509.0,-10.7,0.0,73.0,0,2021,1,7,5
150,150,2021-01-07 06:00:00,36.0,22509.0,-11.9,0.0,69.9,0,2021,1,7,6
151,151,2021-01-07 07:00:00,31.0,22509.0,-12.2,0.0,57.4,0,2021,1,7,7
152,152,2021-01-07 08:00:00,201.0,22509.0,-12.6,0.0,54.5,0,2021,1,7,8
153,153,2021-01-07 09:00:00,398.5,22509.0,-12.5,0.0,49.4,0,2021,1,7,9
154,154,2021-01-07 10:00:00,596.0,22509.0,-11.2,0.0,45.3,0,2021,1,7,10
155,155,2021-01-07 11:00:00,345.0,22509.0,-10.0,0.0,37.7,0,2021,1,7,11
156,156,2021-01-07 12:00:00,295.0,22509.0,-9.2,0.0,35.6,0,2021,1,7,12
157,157,2021-01-07 13:00:00,419.0,22509.0,-9.4,0.0,33.5,0,2021,1,7,13
158,158,2021-01-07 14:00:00,302.0,22509.0,-9.6,0.0,34.1,0,2021,1,7,14
159,159,2021-01-07 15:00:00,143.0,22509.0,-9.9,0.0,33.5,0,2021,1,7,15
160,160,2021-01-07 16:00:00,198.0,22509.0,-10.3,0.0,34.8,0,2021,1,7,16
161,161,2021-01-07 17:00:00,201.0,22509.0,-11.4,0.0,34.6,0,2021,1,7,17
162,162,2021-01-07 18:00:00,194.0,22509.0,-12.6,0.0,39.1,0,2021,1,7,18
163,163,2021-01-07 19:00:00,516.0,22509.0,-13.5,0.0,41.2,0,2021,1,7,19
164,164,2021-01-07 20:00:00,592.0,22509.0,-13.9,0.0,33.1,0,2021,1,7,20
165,165,2021-01-07 21:00:00,361.0,22509.0,-13.9,0.0,29.6,0,2021,1,7,21
166,166,2021-01-07 22:00:00,285.0,22509.0,-14.3,0.0,32.5,0,2021,1,7,22
167,167,2021-01-07 23:00:00,172.0,22509.0,-16.2,0.0,47.3,0,2021,1,7,23
168,168,2021-01-08 00:00:00,154.0,22509.0,-14.7,0.0,38.3,0,2021,1,8,0
169,169,2021-01-08 01:00:00,141.0,22509.0,-14.8,0.0,42.4,0,2021,1,8,1
170,170,2021-01-08 02:00:00,86.0,22509.0,-15.3,0.0,46.2,0,2021,1,8,2
171,171,2021-01-08 03:00:00,47.0,22509.0,-17.6,0.0,61.3,0,2021,1,8,3
172,172,2021-01-08 04:00:00,48.0,22509.0,-14.9,0.0,49.1,0,2021,1,8,4
173,173,2021-01-08 05:00:00,48.0,22509.0,-15.7,0.0,50.2,0,2021,1,8,5
174,174,2021-01-08 06:00:00,81.0,22509.0,-16.1,0.0,52.1,0,2021,1,8,6
175,175,2021-01-08 07:00:00,46.0,22509.0,-16.0,0.0,48.7,0,2021,1,8,7
176,176,2021-01-08 08:00:00,490.0,22509.0,-16.1,0.0,45.1,0,2021,1,8,8
177,177,2021-01-08 09:00:00,545.0,22509.0,-15.5,0.0,42.1,0,2021,1,8,9
178,178,2021-01-08 10:00:00,600.0,22509.0,-14.0,0.0,38.0,0,2021,1,8,10
179,179,2021-01-08 11:00:00,246.0,22509.0,-12.7,0.0,38.0,0,2021,1,8,11
180,180,2021-01-08 12:00:00,160.0,22509.0,-11.4,0.0,39.5,0,2021,1,8,12
181,181,2021-01-08 13:00:00,210.0,22509.0,-10.1,0.0,40.4,0,2021,1,8,13
182,182,2021-01-08 14:00:00,169.0,22509.0,-9.1,0.0,40.4,0,2021,1,8,14
183,183,2021-01-08 15:00:00,175.0,22509.0,-9.0,0.0,39.7,0,2021,1,8,15
184,184,2021-01-08 16:00:00,136.0,22509.0,-9.1,0.0,39.4,0,2021,1,8,16
185,185,2021-01-08 17:00:00,154.0,22509.0,-10.1,0.0,40.8,0,2021,1,8,17
186,186,2021-01-08 18:00:00,445.0,22509.0,-11.3,0.0,42.7,0,2021,1,8,18
187,187,2021-01-08 19:00:00,497.0,22509.0,-11.4,0.0,42.6,0,2021,1,8,19
188,188,2021-01-08 20:00:00,359.0,22509.0,-11.5,0.0,45.0,0,2021,1,8,20
189,189,2021-01-08 21:00:00,244.0,22509.0,-11.9,0.0,45.9,0,2021,1,8,21
190,190,2021-01-08 22:00:00,158.0,22509.0,-12.5,0.0,48.6,0,2021,1,8,22
191,191,2021-01-08 23:00:00,138.0,22509.0,-13.0,0.0,51.7,0,2021,1,8,23
192,192,2021-01-09 00:00:00,199.0,22509.0,-14.2,0.0,55.9,1,2021,1,9,0
193,193,2021-01-09 01:00:00,220.0,22509.0,-16.1,0.0,65.8,1,2021,1,9,1
194,194,2021-01-09 02:00:00,201.0,22509.0,-16.8,0.0,70.2,1,2021,1,9,2
195,195,2021-01-09 03:00:00,138.0,22509.0,-17.9,0.0,73.4,1,2021,1,9,3
196,196,2021-01-09 04:00:00,108.0,22509.0,-18.5,0.0,75.5,1,2021,1,9,4
197,197,2021-01-09 05:00:00,45.0,22509.0,-18.8,0.0,77.9,1,2021,1,9,5
198,198,2021-01-09 06:00:00,31.0,22509.0,-19.5,0.0,79.4,1,2021,1,9,6
199,199,2021-01-09 07:00:00,31.0,22509.0,-20.0,0.0,80.1,1,2021,1,9,7
200,200,2021-01-09 08:00:00,78.0,22509.0,-19.8,0.0,79.8,1,2021,1,9,8
201,201,2021-01-09 09:00:00,450.0,22509.0,-18.1,0.0,77.9,1,2021,1,9,9
202,202,2021-01-09 10:00:00,532.0,22509.0,-10.6,0.0,34.2,1,2021,1,9,10
203,203,2021-01-09 11:00:00,447.0,22509.0,-8.6,0.0,32.1,1,2021,1,9,11
204,204,2021-01-09 12:00:00,229.0,22509.0,-7.3,0.0,34.4,1,2021,1,9,12
205,205,2021-01-09 13:00:00,302.0,22509.0,-6.3,0.0,36.5,1,2021,1,9,13
206,206,2021-01-09 14:00:00,354.0,22509.0,-6.4,0.0,40.3,1,2021,1,9,14
207,207,2021-01-09 15:00:00,242.0,22509.0,-7.2,0.0,43.0,1,2021,1,9,15
208,208,2021-01-09 16:00:00,170.0,22509.0,-8.3,0.0,46.9,1,2021,1,9,16
209,209,2021-01-09 17:00:00,392.0,22509.0,-8.3,0.0,46.6,1,2021,1,9,17
210,210,2021-01-09 18:00:00,354.0,22509.0,-9.6,0.0,49.8,1,2021,1,9,18
211,211,2021-01-09 19:00:00,232.0,22509.0,-8.7,0.0,46.1,1,2021,1,9,19
212,212,2021-01-09 20:00:00,287.0,22509.0,-9.1,0.0,49.4,1,2021,1,9,20
213,213,2021-01-09 21:00:00,406.0,22509.0,-9.5,0.0,52.2,1,2021,1,9,21
214,214,2021-01-09 22:00:00,401.0,22509.0,-10.3,0.0,58.2,1,2021,1,9,22
215,215,2021-01-09 23:00:00,266.0,22509.0,-10.8,0.0,63.4,1,2021,1,9,23
216,216,2021-01-10 00:00:00,106.0,22509.0,-10.4,0.0,63.1,1,2021,1,10,0
217,217,2021-01-10 01:00:00,276.0,22509.0,-9.9,0.0,62.4,1,2021,1,10,1
218,218,2021-01-10 02:00:00,177.0,22509.0,-10.3,0.0,58.3,1,2021,1,10,2
219,219,2021-01-10 03:00:00,97.0,22509.0,-10.2,0.0,55.4,1,2021,1,10,3
220,220,2021-01-10 04:00:00,50.0,22509.0,-13.1,0.0,67.9,1,2021,1,10,4
221,221,2021-01-10 05:00:00,127.0,22509.0,-14.8,0.0,75.4,1,2021,1,10,5
222,222,2021-01-10 06:00:00,51.0,22509.0,-16.2,0.0,79.7,1,2021,1,10,6
223,223,2021-01-10 07:00:00,39.0,22509.0,-16.8,0.0,81.5,1,2021,1,10,7
224,224,2021-01-10 08:00:00,145.0,22509.0,-17.0,0.0,82.2,1,2021,1,10,8
225,225,2021-01-10 09:00:00,118.0,22509.0,-15.2,0.0,80.4,1,2021,1,10,9
226,226,2021-01-10 10:00:00,277.5,22509.0,-9.3,0.0,61.8,1,2021,1,10,10
227,227,2021-01-10 11:00:00,437.0,22509.0,-4.5,0.0,47.9,1,2021,1,10,11
228,228,2021-01-10 12:00:00,281.0,22509.0,-2.8,0.0,32.4,1,2021,1,10,12
229,229,2021-01-10 13:00:00,217.0,22509.0,-2.3,0.0,32.6,1,2021,1,10,13
230,230,2021-01-10 14:00:00,358.0,22509.0,-1.5,0.0,31.5,1,2021,1,10,14
231,231,2021-01-10 15:00:00,469.0,22509.0,-2.1,0.0,32.8,1,2021,1,10,15
232,232,2021-01-10 16:00:00,180.0,22509.0,-1.8,0.0,43.7,1,2021,1,10,16
233,233,2021-01-10 17:00:00,409.0,22509.0,-2.7,0.0,44.8,1,2021,1,10,17
234,234,2021-01-10 18:00:00,280.0,22509.0,-4.5,0.0,50.3,1,2021,1,10,18
235,235,2021-01-10 19:00:00,571.0,22509.0,-7.0,0.0,60.3,1,2021,1,10,19
236,236,2021-01-10 20:00:00,519.0,22509.0,-9.4,0.0,67.2,1,2021,1,10,20
237,237,2021-01-10 21:00:00,443.0,22509.0,-10.7,0.0,72.4,1,2021,1,10,21
238,238,2021-01-10 22:00:00,517.0,22509.0,-11.6,0.0,76.7,1,2021,1,10,22
239,239,2021-01-10 23:00:00,136.0,22509.0,-12.1,0.0,79.9,1,2021,1,10,23
240,240,2021-01-11 00:00:00,108.0,22509.0,-13.0,0.0,81.3,0,2021,1,11,0
241,241,2021-01-11 01:00:00,288.0,22509.0,-13.6,0.0,83.1,0,2021,1,11,1
242,242,2021-01-11 02:00:00,137.0,22509.0,-13.4,0.0,83.3,0,2021,1,11,2
243,243,2021-01-11 03:00:00,50.0,22509.0,-13.0,0.0,84.8,0,2021,1,11,3
244,244,2021-01-11 04:00:00,57.0,22509.0,-13.0,0.0,84.8,0,2021,1,11,4
245,245,2021-01-11 05:00:00,48.0,22509.0,-12.8,0.0,85.8,0,2021,1,11,5
246,246,2021-01-11 06:00:00,46.0,22509.0,-12.6,0.0,85.5,0,2021,1,11,6
247,247,2021-01-11 07:00:00,31.0,22509.0,-12.8,0.0,85.8,0,2021,1,11,7
248,248,2021-01-11 08:00:00,104.0,22509.0,-13.1,0.0,86.8,0,2021,1,11,8
249,249,2021-01-11 09:00:00,177.0,22509.0,-11.1,0.0,85.6,0,2021,1,11,9
250,250,2021-01-11 10:00:00,468.0,22509.0,-7.3,0.0,74.3,0,2021,1,11,10
251,251,2021-01-11 11:00:00,499.0,22509.0,-5.2,0.0,66.4,0,2021,1,11,11
252,252,2021-01-11 12:00:00,586.0,22509.0,-4.2,0.0,58.9,0,2021,1,11,12
253,253,2021-01-11 13:00:00,325.0,22509.0,-3.6,0.0,57.6,0,2021,1,11,13
254,254,2021-01-11 14:00:00,330.0,22509.0,-3.4,0.0,56.6,0,2021,1,11,14
255,255,2021-01-11 15:00:00,207.0,22509.0,-2.6,0.0,54.9,0,2021,1,11,15
256,256,2021-01-11 16:00:00,147.0,22509.0,-2.7,0.0,54.6,0,2021,1,11,16
257,257,2021-01-11 17:00:00,287.0,22509.0,-2.7,0.0,56.2,0,2021,1,11,17
258,258,2021-01-11 18:00:00,319.0,22509.0,-4.0,0.0,60.8,0,2021,1,11,18
259,259,2021-01-11 19:00:00,179.0,22509.0,-4.7,0.0,66.6,0,2021,1,11,19
260,260,2021-01-11 20:00:00,377.0,22509.0,-7.1,0.0,74.1,0,2021,1,11,20
261,261,2021-01-11 21:00:00,561.0,22509.0,-9.2,0.0,79.5,0,2021,1,11,21
262,262,2021-01-11 22:00:00,601.0,22509.0,-10.6,0.0,83.1,0,2021,1,11,22
263,263,2021-01-11 23:00:00,217.0,22509.0,-11.5,0.0,85.0,0,2021,1,11,23
264,264,2021-01-12 00:00:00,196.0,22509.0,-12.1,0.0,86.2,0,2021,1,12,0
265,265,2021-01-12 01:00:00,165.0,22509.0,-11.3,0.0,87.0,0,2021,1,12,1
266,266,2021-01-12 02:00:00,102.0,22509.0,-10.3,0.0,85.8,0,2021,1,12,2
267,267,2021-01-12 03:00:00,64.0,22509.0,-11.8,0.0,86.5,0,2021,1,12,3
268,268,2021-01-12 04:00:00,58.0,22509.0,-11.6,0.0,88.4,0,2021,1,12,4
269,269,2021-01-12 05:00:00,91.0,22509.0,-11.1,0.0,87.6,0,2021,1,12,5
270,270,2021-01-12 06:00:00,215.0,22509.0,-11.2,0.0,88.0,0,2021,1,12,6
271,271,2021-01-12 07:00:00,46.0,22509.0,-11.4,0.0,88.1,0,2021,1,12,7
272,272,2021-01-12 08:00:00,209.0,22509.0,-11.9,0.0,88.8,0,2021,1,12,8
273,273,2021-01-12 09:00:00,125.0,22509.0,-10.5,0.0,88.6,0,2021,1,12,9
274,274,2021-01-12 10:00:00,187.0,22509.0,-6.1,0.0,76.7,0,2021,1,12,10
275,275,2021-01-12 11:00:00,352.0,22509.0,-1.9,0.0,60.2,0,2021,1,12,11
276,276,2021-01-12 12:00:00,480.0,22509.0,0.5,0.0,56.8,0,2021,1,12,12
277,277,2021-01-12 13:00:00,342.0,22509.0,1.6,0.0,50.7,0,2021,1,12,13
